label,county,state_abbr,state_name,fips,ers_region
"Kusilvak Census Area, AK",Kusilvak Census Area,AK,Alaska,2158,
"La Crosse County, WI",La Crosse County,WI,Wisconsin,55063,Northern Crescent
"La Paz County, AZ",La Paz County,AZ,Arizona,4012,Fruitful Rim
"La Plata County, CO",La Plata County,CO,Colorado,8067,Basin and Range
"La Salle County, TX",La Salle County,TX,Texas,48283,Fruitful Rim
"LaGrange County, IN",LaGrange County,IN,Indiana,18087,Heartland
"LaMoure County, ND",LaMoure County,ND,North Dakota,38045,Northern Great Plains
"LaPorte County, IN",LaPorte County,IN,Indiana,18091,Heartland
"LaSalle County, IL",LaSalle County,IL,Illinois,17099,Heartland
"LaSalle Parish, LA",LaSalle Parish,LA,Louisiana,22059,Mississippi Portal
"Labette County, KS",Labette County,KS,Kansas,20099,Prairie Gateway
"Lac qui Parle County, MN",Lac qui Parle County,MN,Minnesota,27073,Heartland
"Lackawanna County, PA",Lackawanna County,PA,Pennsylvania,42069,Northern Crescent
"Laclede County, MO",Laclede County,MO,Missouri,29105,Heartland
"Lafayette County, AR",Lafayette County,AR,Arkansas,5073,Eastern Uplands
"Lafayette County, FL",Lafayette County,FL,Florida,12067,Fruitful Rim
"Lafayette County, MO",Lafayette County,MO,Missouri,29107,Heartland
"Lafayette County, MS",Lafayette County,MS,Mississippi,28071,Mississippi Portal
"Lafayette County, WI",Lafayette County,WI,Wisconsin,55065,Northern Crescent
"Lafayette Parish, LA",Lafayette Parish,LA,Louisiana,22055,Mississippi Portal
"Lafourche Parish, LA",Lafourche Parish,LA,Louisiana,22057,Mississippi Portal
"Lake County, CA",Lake County,CA,California,6033,Fruitful Rim
"Lake County, CO",Lake County,CO,Colorado,8065,Basin and Range
"Lake County, FL",Lake County,FL,Florida,12069,Fruitful Rim
"Lake County, IL",Lake County,IL,Illinois,17097,Heartland
"Lake County, IN",Lake County,IN,Indiana,18089,Heartland
"Lake County, MI",Lake County,MI,Michigan,26085,Northern Crescent
"Lake County, MN",Lake County,MN,Minnesota,27075,Northern Crescent
"Lake County, MT",Lake County,MT,Montana,30047,Basin and Range
"Lake County, OH",Lake County,OH,Ohio,39085,Northern Crescent
"Lake County, OR",Lake County,OR,Oregon,41037,Basin and Range
"Lake County, SD",Lake County,SD,South Dakota,46079,Heartland
"Lake County, TN",Lake County,TN,Tennessee,47095,Mississippi Portal
"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,AK,Alaska,2164,
"Lake of the Woods County, MN",Lake of the Woods County,MN,Minnesota,27077,Northern Crescent
"Lamar County, AL",Lamar County,AL,Alabama,1075,Southern Seaboard
"Lamar County, GA",Lamar County,GA,Georgia,13171,Southern Seaboard
"Lamar County, MS",Lamar County,MS,Mississippi,28073,Southern Seaboard
"Lamar County, TX",Lamar County,TX,Texas,48277,Prairie Gateway
"Lamb County, TX",Lamb County,TX,Texas,48279,Prairie Gateway
"Lamoille County, VT",Lamoille County,VT,Vermont,50015,Northern Crescent
"Lampasas County, TX",Lampasas County,TX,Texas,48281,Prairie Gateway
"Lancaster County, NE",Lancaster County,NE,Nebraska,31109,Heartland
"Lancaster County, PA",Lancaster County,PA,Pennsylvania,42071,Northern Crescent
"Lancaster County, SC",Lancaster County,SC,South Carolina,45057,Southern Seaboard
"Lancaster County, VA",Lancaster County,VA,Virginia,51103,Southern Seaboard
"Lander County, NV",Lander County,NV,Nevada,32015,Basin and Range
"Lane County, KS",Lane County,KS,Kansas,20101,Prairie Gateway
"Lane County, OR",Lane County,OR,Oregon,41039,Fruitful Rim
"Langlade County, WI",Langlade County,WI,Wisconsin,55067,Northern Crescent
"Lanier County, GA",Lanier County,GA,Georgia,13173,Southern Seaboard
"Lapeer County, MI",Lapeer County,MI,Michigan,26087,Northern Crescent
"Laramie County, WY",Laramie County,WY,Wyoming,56021,Northern Great Plains
"Larimer County, CO",Larimer County,CO,Colorado,8069,Northern Great Plains
"Larue County, KY",Larue County,KY,Kentucky,21123,Eastern Uplands
"Las Animas County, CO",Las Animas County,CO,Colorado,8071,Prairie Gateway
"Lassen County, CA",Lassen County,CA,California,6035,Basin and Range
"Latah County, ID",Latah County,ID,Idaho,16057,Basin and Range
"Latimer County, OK",Latimer County,OK,Oklahoma,40077,Eastern Uplands
"Lauderdale County, AL",Lauderdale County,AL,Alabama,1077,Eastern Uplands
"Lauderdale County, MS",Lauderdale County,MS,Mississippi,28075,Southern Seaboard
"Lauderdale County, TN",Lauderdale County,TN,Tennessee,47097,Mississippi Portal
"Laurel County, KY",Laurel County,KY,Kentucky,21125,Eastern Uplands
"Laurens County, GA",Laurens County,GA,Georgia,13175,Southern Seaboard
"Laurens County, SC",Laurens County,SC,South Carolina,45059,Southern Seaboard
"Lavaca County, TX",Lavaca County,TX,Texas,48285,Prairie Gateway
"Lawrence County, AL",Lawrence County,AL,Alabama,1079,Eastern Uplands
"Lawrence County, AR",Lawrence County,AR,Arkansas,5075,Mississippi Portal
"Lawrence County, IL",Lawrence County,IL,Illinois,17101,Heartland
"Lawrence County, IN",Lawrence County,IN,Indiana,18093,Heartland
"Lawrence County, KY",Lawrence County,KY,Kentucky,21127,Eastern Uplands
"Lawrence County, MO",Lawrence County,MO,Missouri,29109,Eastern Uplands
"Lawrence County, MS",Lawrence County,MS,Mississippi,28077,Southern Seaboard
"Lawrence County, OH",Lawrence County,OH,Ohio,39087,Heartland
"Lawrence County, PA",Lawrence County,PA,Pennsylvania,42073,Eastern Uplands
"Lawrence County, SD",Lawrence County,SD,South Dakota,46081,Northern Great Plains
"Lawrence County, TN",Lawrence County,TN,Tennessee,47099,Mississippi Portal
"Le Flore County, OK",Le Flore County,OK,Oklahoma,40079,Eastern Uplands
"Le Sueur County, MN",Le Sueur County,MN,Minnesota,27079,Heartland
"Lea County, NM",Lea County,NM,New Mexico,35025,Prairie Gateway
"Leake County, MS",Leake County,MS,Mississippi,28079,Mississippi Portal
"Leavenworth County, KS",Leavenworth County,KS,Kansas,20103,Prairie Gateway
"Lebanon County, PA",Lebanon County,PA,Pennsylvania,42075,Northern Crescent
"Lee County, AL",Lee County,AL,Alabama,1081,Southern Seaboard
"Lee County, AR",Lee County,AR,Arkansas,5077,Mississippi Portal
"Lee County, FL",Lee County,FL,Florida,12071,Fruitful Rim
"Lee County, GA",Lee County,GA,Georgia,13177,Southern Seaboard
"Lee County, IA",Lee County,IA,Iowa,19111,Heartland
"Lee County, IL",Lee County,IL,Illinois,17103,Heartland
"Lee County, KY",Lee County,KY,Kentucky,21129,Eastern Uplands
"Lee County, MS",Lee County,MS,Mississippi,28081,Mississippi Portal
"Lee County, NC",Lee County,NC,North Carolina,37105,Southern Seaboard
"Lee County, SC",Lee County,SC,South Carolina,45061,Southern Seaboard
"Lee County, TX",Lee County,TX,Texas,48287,Prairie Gateway
"Lee County, VA",Lee County,VA,Virginia,51105,Eastern Uplands
"Leelanau County, MI",Leelanau County,MI,Michigan,26089,Northern Crescent
"Leflore County, MS",Leflore County,MS,Mississippi,28083,Mississippi Portal
"Lehigh County, PA",Lehigh County,PA,Pennsylvania,42077,Northern Crescent
"Lemhi County, ID",Lemhi County,ID,Idaho,16059,Fruitful Rim
"Lenawee County, MI",Lenawee County,MI,Michigan,26091,Northern Crescent
"Lenoir County, NC",Lenoir County,NC,North Carolina,37107,Southern Seaboard
"Leon County, FL",Leon County,FL,Florida,12073,Fruitful Rim
"Leon County, TX",Leon County,TX,Texas,48289,Southern Seaboard
"Leslie County, KY",Leslie County,KY,Kentucky,21131,Eastern Uplands
"Letcher County, KY",Letcher County,KY,Kentucky,21133,Eastern Uplands
"Levy County, FL",Levy County,FL,Florida,12075,Fruitful Rim
"Lewis County, ID",Lewis County,ID,Idaho,16061,Basin and Range
"Lewis County, KY",Lewis County,KY,Kentucky,21135,Eastern Uplands
"Lewis County, MO",Lewis County,MO,Missouri,29111,Heartland
"Lewis County, NY",Lewis County,NY,New York,36049,Northern Crescent
"Lewis County, TN",Lewis County,TN,Tennessee,47101,Mississippi Portal
"Lewis County, WA",Lewis County,WA,Washington,53041,Fruitful Rim
"Lewis County, WV",Lewis County,WV,West Virginia,54041,Eastern Uplands
"Lewis and Clark County, MT",Lewis and Clark County,MT,Montana,30049,Basin and Range
"Lexington City, VA",Lexington City,VA,Virginia,51678,Eastern Uplands
"Lexington County, SC",Lexington County,SC,South Carolina,45063,Southern Seaboard
"Liberty County, FL",Liberty County,FL,Florida,12077,Fruitful Rim
"Liberty County, GA",Liberty County,GA,Georgia,13179,Fruitful Rim
"Liberty County, MT",Liberty County,MT,Montana,30051,Northern Great Plains
"Liberty County, TX",Liberty County,TX,Texas,48291,Fruitful Rim
"Licking County, OH",Licking County,OH,Ohio,39089,Heartland
"Limestone County, AL",Limestone County,AL,Alabama,1083,Eastern Uplands
"Limestone County, TX",Limestone County,TX,Texas,48293,Prairie Gateway
"Lincoln County, AR",Lincoln County,AR,Arkansas,5079,Mississippi Portal
"Lincoln County, CO",Lincoln County,CO,Colorado,8073,Prairie Gateway
"Lincoln County, GA",Lincoln County,GA,Georgia,13181,Southern Seaboard
"Lincoln County, ID",Lincoln County,ID,Idaho,16063,Fruitful Rim
"Lincoln County, KS",Lincoln County,KS,Kansas,20105,Prairie Gateway
"Lincoln County, KY",Lincoln County,KY,Kentucky,21137,Eastern Uplands
"Lincoln County, ME",Lincoln County,ME,Maine,23015,Northern Crescent
"Lincoln County, MN",Lincoln County,MN,Minnesota,27081,Heartland
"Lincoln County, MO",Lincoln County,MO,Missouri,29113,Heartland
"Lincoln County, MS",Lincoln County,MS,Mississippi,28085,Mississippi Portal
"Lincoln County, MT",Lincoln County,MT,Montana,30053,Basin and Range
"Lincoln County, NC",Lincoln County,NC,North Carolina,37109,Southern Seaboard
"Lincoln County, NE",Lincoln County,NE,Nebraska,31111,Prairie Gateway
"Lincoln County, NM",Lincoln County,NM,New Mexico,35027,Prairie Gateway
"Lincoln County, NV",Lincoln County,NV,Nevada,32017,Basin and Range
"Lincoln County, OK",Lincoln County,OK,Oklahoma,40081,Prairie Gateway
"Lincoln County, OR",Lincoln County,OR,Oregon,41041,Fruitful Rim
"Lincoln County, SD",Lincoln County,SD,South Dakota,46083,Heartland
"Lincoln County, TN",Lincoln County,TN,Tennessee,47103,Eastern Uplands
"Lincoln County, WA",Lincoln County,WA,Washington,53043,Fruitful Rim
"Lincoln County, WI",Lincoln County,WI,Wisconsin,55069,Northern Crescent
"Lincoln County, WV",Lincoln County,WV,West Virginia,54043,Eastern Uplands
"Lincoln County, WY",Lincoln County,WY,Wyoming,56023,Basin and Range
"Lincoln Parish, LA",Lincoln Parish,LA,Louisiana,22061,Southern Seaboard
"Linn County, IA",Linn County,IA,Iowa,19113,Heartland
"Linn County, KS",Linn County,KS,Kansas,20107,Prairie Gateway
"Linn County, MO",Linn County,MO,Missouri,29115,Heartland
"Linn County, OR",Linn County,OR,Oregon,41043,Fruitful Rim
"Lipscomb County, TX",Lipscomb County,TX,Texas,48295,Prairie Gateway
"Little River County, AR",Little River County,AR,Arkansas,5081,Eastern Uplands
"Live Oak County, TX",Live Oak County,TX,Texas,48297,Fruitful Rim
"Livingston County, IL",Livingston County,IL,Illinois,17105,Heartland
"Livingston County, KY",Livingston County,KY,Kentucky,21139,Heartland
"Livingston County, MI",Livingston County,MI,Michigan,26093,Northern Crescent
"Livingston County, MO",Livingston County,MO,Missouri,29117,Heartland
"Livingston County, NY",Livingston County,NY,New York,36051,Northern Crescent
"Livingston Parish, LA",Livingston Parish,LA,Louisiana,22063,Mississippi Portal
"Llano County, TX",Llano County,TX,Texas,48299,Prairie Gateway
"Logan County, AR",Logan County,AR,Arkansas,5083,Eastern Uplands
"Logan County, CO",Logan County,CO,Colorado,8075,Northern Great Plains
"Logan County, IL",Logan County,IL,Illinois,17107,Heartland
"Logan County, KS",Logan County,KS,Kansas,20109,Prairie Gateway
"Logan County, KY",Logan County,KY,Kentucky,21141,Heartland
"Logan County, ND",Logan County,ND,North Dakota,38047,Northern Great Plains
"Logan County, NE",Logan County,NE,Nebraska,31113,Northern Great Plains
"Logan County, OH",Logan County,OH,Ohio,39091,Heartland
"Logan County, OK",Logan County,OK,Oklahoma,40083,Prairie Gateway
"Logan County, WV",Logan County,WV,West Virginia,54045,Eastern Uplands
"Long County, GA",Long County,GA,Georgia,13183,Fruitful Rim
"Lonoke County, AR",Lonoke County,AR,Arkansas,5085,Mississippi Portal
"Lorain County, OH",Lorain County,OH,Ohio,39093,Northern Crescent
"Los Alamos County, NM",Los Alamos County,NM,New Mexico,35028,Basin and Range
"Los Angeles County, CA",Los Angeles County,CA,California,6037,Fruitful Rim
"Loudon County, TN",Loudon County,TN,Tennessee,47105,Eastern Uplands
"Loudoun County, VA",Loudoun County,VA,Virginia,51107,Southern Seaboard
"Louisa County, IA",Louisa County,IA,Iowa,19115,Heartland
"Louisa County, VA",Louisa County,VA,Virginia,51109,Southern Seaboard
"Loup County, NE",Loup County,NE,Nebraska,31115,Northern Great Plains
"Love County, OK",Love County,OK,Oklahoma,40085,Prairie Gateway
"Loving County, TX",Loving County,TX,Texas,48301,Fruitful Rim
"Lower Connecticut River Valley Planning Region, CT",Lower Connecticut River Valley Planning Region,CT,Connecticut,9130,
"Lowndes County, AL",Lowndes County,AL,Alabama,1085,Southern Seaboard
"Lowndes County, GA",Lowndes County,GA,Georgia,13185,Southern Seaboard
"Lowndes County, MS",Lowndes County,MS,Mississippi,28087,Mississippi Portal
"Lubbock County, TX",Lubbock County,TX,Texas,48303,Prairie Gateway
"Lucas County, IA",Lucas County,IA,Iowa,19117,Heartland
"Lucas County, OH",Lucas County,OH,Ohio,39095,Heartland
"Luce County, MI",Luce County,MI,Michigan,26095,Northern Crescent
"Lumpkin County, GA",Lumpkin County,GA,Georgia,13187,Southern Seaboard
"Luna County, NM",Luna County,NM,New Mexico,35029,Basin and Range
"Lunenburg County, VA",Lunenburg County,VA,Virginia,51111,Southern Seaboard
"Luzerne County, PA",Luzerne County,PA,Pennsylvania,42079,Northern Crescent
"Lycoming County, PA",Lycoming County,PA,Pennsylvania,42081,Northern Crescent
"Lyman County, SD",Lyman County,SD,South Dakota,46085,Northern Great Plains
"Lynchburg City, VA",Lynchburg City,VA,Virginia,51680,Southern Seaboard
"Lynn County, TX",Lynn County,TX,Texas,48305,Prairie Gateway
"Lyon County, IA",Lyon County,IA,Iowa,19119,Heartland
"Lyon County, KS",Lyon County,KS,Kansas,20111,Prairie Gateway
"Lyon County, KY",Lyon County,KY,Kentucky,21143,Heartland
"Lyon County, MN",Lyon County,MN,Minnesota,27083,Heartland
"Lyon County, NV",Lyon County,NV,Nevada,32019,Basin and Range
"Mackinac County, MI",Mackinac County,MI,Michigan,26097,Northern Crescent
"Macomb County, MI",Macomb County,MI,Michigan,26099,Northern Crescent
"Macon County, AL",Macon County,AL,Alabama,1087,Southern Seaboard
"Macon County, GA",Macon County,GA,Georgia,13193,Southern Seaboard
"Macon County, IL",Macon County,IL,Illinois,17115,Heartland
"Macon County, MO",Macon County,MO,Missouri,29121,Heartland
"Macon County, NC",Macon County,NC,North Carolina,37113,Eastern Uplands
"Macon County, TN",Macon County,TN,Tennessee,47111,Eastern Uplands
"Macoupin County, IL",Macoupin County,IL,Illinois,17117,Heartland
"Madera County, CA",Madera County,CA,California,6039,Fruitful Rim
"Madison County, AL",Madison County,AL,Alabama,1089,Eastern Uplands
"Madison County, AR",Madison County,AR,Arkansas,5087,Eastern Uplands
"Madison County, FL",Madison County,FL,Florida,12079,Fruitful Rim
"Madison County, GA",Madison County,GA,Georgia,13195,Southern Seaboard
"Madison County, IA",Madison County,IA,Iowa,19121,Heartland
"Madison County, ID",Madison County,ID,Idaho,16065,Fruitful Rim
"Madison County, IL",Madison County,IL,Illinois,17119,Heartland
"Madison County, IN",Madison County,IN,Indiana,18095,Heartland
"Madison County, KY",Madison County,KY,Kentucky,21151,Eastern Uplands
"Madison County, MO",Madison County,MO,Missouri,29123,Eastern Uplands
"Madison County, MS",Madison County,MS,Mississippi,28089,Mississippi Portal
"Madison County, MT",Madison County,MT,Montana,30057,Basin and Range
"Madison County, NC",Madison County,NC,North Carolina,37115,Eastern Uplands
"Madison County, NE",Madison County,NE,Nebraska,31119,Heartland
"Madison County, NY",Madison County,NY,New York,36053,Northern Crescent
"Madison County, OH",Madison County,OH,Ohio,39097,Heartland
"Madison County, TN",Madison County,TN,Tennessee,47113,Mississippi Portal
"Madison County, TX",Madison County,TX,Texas,48313,Southern Seaboard
"Madison County, VA",Madison County,VA,Virginia,51113,Southern Seaboard
"Madison Parish, LA",Madison Parish,LA,Louisiana,22065,Mississippi Portal
"Magoffin County, KY",Magoffin County,KY,Kentucky,21153,Eastern Uplands
"Mahaska County, IA",Mahaska County,IA,Iowa,19123,Heartland
"Mahnomen County, MN",Mahnomen County,MN,Minnesota,27087,Northern Great Plains
"Mahoning County, OH",Mahoning County,OH,Ohio,39099,Northern Crescent
"Major County, OK",Major County,OK,Oklahoma,40093,Prairie Gateway
"Malheur County, OR",Malheur County,OR,Oregon,41045,Basin and Range
"Manassas City, VA",Manassas City,VA,Virginia,51683,Southern Seaboard
"Manassas Park City, VA",Manassas Park City,VA,Virginia,51685,Southern Seaboard
"Manatee County, FL",Manatee County,FL,Florida,12081,Fruitful Rim
"Manistee County, MI",Manistee County,MI,Michigan,26101,Northern Crescent
"Manitowoc County, WI",Manitowoc County,WI,Wisconsin,55071,Northern Crescent
"Marathon County, WI",Marathon County,WI,Wisconsin,55073,Northern Crescent
"Marengo County, AL",Marengo County,AL,Alabama,1091,Southern Seaboard
"Maricopa County, AZ",Maricopa County,AZ,Arizona,4013,Fruitful Rim
"Maries County, MO",Maries County,MO,Missouri,29125,Heartland
"Marin County, CA",Marin County,CA,California,6041,Fruitful Rim
"Marinette County, WI",Marinette County,WI,Wisconsin,55075,Northern Crescent
"Marion County, AL",Marion County,AL,Alabama,1093,Southern Seaboard
"Marion County, AR",Marion County,AR,Arkansas,5089,Eastern Uplands
"Marion County, FL",Marion County,FL,Florida,12083,Fruitful Rim
"Marion County, GA",Marion County,GA,Georgia,13197,Southern Seaboard
"Marion County, IA",Marion County,IA,Iowa,19125,Heartland
"Marion County, IL",Marion County,IL,Illinois,17121,Heartland
"Marion County, IN",Marion County,IN,Indiana,18097,Heartland
"Marion County, KS",Marion County,KS,Kansas,20115,Prairie Gateway
"Marion County, KY",Marion County,KY,Kentucky,21155,Eastern Uplands
"Marion County, MO",Marion County,MO,Missouri,29127,Heartland
"Marion County, MS",Marion County,MS,Mississippi,28091,Southern Seaboard
"Marion County, OH",Marion County,OH,Ohio,39101,Heartland
"Marion County, OR",Marion County,OR,Oregon,41047,Fruitful Rim
"Marion County, SC",Marion County,SC,South Carolina,45067,Southern Seaboard
"Marion County, TN",Marion County,TN,Tennessee,47115,Eastern Uplands
"Marion County, TX",Marion County,TX,Texas,48315,Southern Seaboard
"Marion County, WV",Marion County,WV,West Virginia,54049,Eastern Uplands
"Mariposa County, CA",Mariposa County,CA,California,6043,Basin and Range
"Marlboro County, SC",Marlboro County,SC,South Carolina,45069,Southern Seaboard
"Marquette County, MI",Marquette County,MI,Michigan,26103,Northern Crescent
"Marquette County, WI",Marquette County,WI,Wisconsin,55077,Northern Crescent
"Marshall County, AL",Marshall County,AL,Alabama,1095,Eastern Uplands
"Marshall County, IA",Marshall County,IA,Iowa,19127,Heartland
"Marshall County, IL",Marshall County,IL,Illinois,17123,Heartland
"Marshall County, IN",Marshall County,IN,Indiana,18099,Heartland
"Marshall County, KS",Marshall County,KS,Kansas,20117,Prairie Gateway
"Marshall County, KY",Marshall County,KY,Kentucky,21157,Heartland
"Marshall County, MN",Marshall County,MN,Minnesota,27089,Northern Great Plains
"Marshall County, MS",Marshall County,MS,Mississippi,28093,Mississippi Portal
"Marshall County, OK",Marshall County,OK,Oklahoma,40095,Prairie Gateway
"Marshall County, SD",Marshall County,SD,South Dakota,46091,Northern Great Plains
"Marshall County, TN",Marshall County,TN,Tennessee,47117,Eastern Uplands
"Marshall County, WV",Marshall County,WV,West Virginia,54051,Eastern Uplands
"Martin County, FL",Martin County,FL,Florida,12085,Fruitful Rim
"Martin County, IN",Martin County,IN,Indiana,18101,Heartland
"Martin County, KY",Martin County,KY,Kentucky,21159,Eastern Uplands
"Martin County, MN",Martin County,MN,Minnesota,27091,Heartland
"Martin County, NC",Martin County,NC,North Carolina,37117,Southern Seaboard
"Martin County, TX",Martin County,TX,Texas,48317,Prairie Gateway
"Martinsville City, VA",Martinsville City,VA,Virginia,51690,Southern Seaboard
"Mason County, IL",Mason County,IL,Illinois,17125,Heartland
"Mason County, KY",Mason County,KY,Kentucky,21161,Eastern Uplands
"Mason County, MI",Mason County,MI,Michigan,26105,Northern Crescent
"Mason County, TX",Mason County,TX,Texas,48319,Prairie Gateway
"Mason County, WA",Mason County,WA,Washington,53045,Fruitful Rim
"Mason County, WV",Mason County,WV,West Virginia,54053,Eastern Uplands
"Massac County, IL",Massac County,IL,Illinois,17127,Heartland
"Matagorda County, TX",Matagorda County,TX,Texas,48321,Fruitful Rim
"Matanuska-Susitna Borough, AK",Matanuska-Susitna Borough,AK,Alaska,2170,
"Mathews County, VA",Mathews County,VA,Virginia,51115,Southern Seaboard
"Maui County, HI",Maui County,HI,Hawaii,15009,
"Maury County, TN",Maury County,TN,Tennessee,47119,Eastern Uplands
"Maverick County, TX",Maverick County,TX,Texas,48323,Fruitful Rim
"Mayes County, OK",Mayes County,OK,Oklahoma,40097,Eastern Uplands
"McClain County, OK",McClain County,OK,Oklahoma,40087,Prairie Gateway
"McCone County, MT",McCone County,MT,Montana,30055,Northern Great Plains
"McCook County, SD",McCook County,SD,South Dakota,46087,Heartland
"McCormick County, SC",McCormick County,SC,South Carolina,45065,Southern Seaboard
"McCracken County, KY",McCracken County,KY,Kentucky,21145,Heartland
"McCreary County, KY",McCreary County,KY,Kentucky,21147,Eastern Uplands
"McCulloch County, TX",McCulloch County,TX,Texas,48307,Prairie Gateway
"McCurtain County, OK",McCurtain County,OK,Oklahoma,40089,Eastern Uplands
"McDonald County, MO",McDonald County,MO,Missouri,29119,Eastern Uplands
"McDonough County, IL",McDonough County,IL,Illinois,17109,Heartland
"McDowell County, NC",McDowell County,NC,North Carolina,37111,Eastern Uplands
"McDowell County, WV",McDowell County,WV,West Virginia,54047,Eastern Uplands
"McDuffie County, GA",McDuffie County,GA,Georgia,13189,Southern Seaboard
"McHenry County, IL",McHenry County,IL,Illinois,17111,Heartland
"McHenry County, ND",McHenry County,ND,North Dakota,38049,Northern Great Plains
"McIntosh County, GA",McIntosh County,GA,Georgia,13191,Fruitful Rim
"McIntosh County, ND",McIntosh County,ND,North Dakota,38051,Northern Great Plains
"McIntosh County, OK",McIntosh County,OK,Oklahoma,40091,Eastern Uplands
"McKean County, PA",McKean County,PA,Pennsylvania,42083,Northern Crescent
"McKenzie County, ND",McKenzie County,ND,North Dakota,38053,Northern Great Plains
"McKinley County, NM",McKinley County,NM,New Mexico,35031,Basin and Range
"McLean County, IL",McLean County,IL,Illinois,17113,Heartland
"McLean County, KY",McLean County,KY,Kentucky,21149,Heartland
"McLean County, ND",McLean County,ND,North Dakota,38055,Northern Great Plains
"McLennan County, TX",McLennan County,TX,Texas,48309,Prairie Gateway
"McLeod County, MN",McLeod County,MN,Minnesota,27085,Northern Crescent
"McMinn County, TN",McMinn County,TN,Tennessee,47107,Eastern Uplands
"McMullen County, TX",McMullen County,TX,Texas,48311,Fruitful Rim
"McNairy County, TN",McNairy County,TN,Tennessee,47109,Mississippi Portal
"McPherson County, KS",McPherson County,KS,Kansas,20113,Prairie Gateway
"McPherson County, NE",McPherson County,NE,Nebraska,31117,Northern Great Plains
"McPherson County, SD",McPherson County,SD,South Dakota,46089,Northern Great Plains
"Meade County, KS",Meade County,KS,Kansas,20119,Prairie Gateway
"Meade County, KY",Meade County,KY,Kentucky,21163,Eastern Uplands
"Meade County, SD",Meade County,SD,South Dakota,46093,Northern Great Plains
"Meagher County, MT",Meagher County,MT,Montana,30059,Basin and Range
"Mecklenburg County, NC",Mecklenburg County,NC,North Carolina,37119,Southern Seaboard
"Mecklenburg County, VA",Mecklenburg County,VA,Virginia,51117,Southern Seaboard
"Mecosta County, MI",Mecosta County,MI,Michigan,26107,Northern Crescent
"Medina County, OH",Medina County,OH,Ohio,39103,Northern Crescent
"Medina County, TX",Medina County,TX,Texas,48325,Prairie Gateway
"Meeker County, MN",Meeker County,MN,Minnesota,27093,Northern Crescent
"Meigs County, OH",Meigs County,OH,Ohio,39105,Eastern Uplands
"Meigs County, TN",Meigs County,TN,Tennessee,47121,Eastern Uplands
"Mellette County, SD",Mellette County,SD,South Dakota,46095,Northern Great Plains
"Menard County, IL",Menard County,IL,Illinois,17129,Heartland
"Menard County, TX",Menard County,TX,Texas,48327,Prairie Gateway
"Mendocino County, CA",Mendocino County,CA,California,6045,Basin and Range
"Menifee County, KY",Menifee County,KY,Kentucky,21165,Eastern Uplands
"Menominee County, MI",Menominee County,MI,Michigan,26109,Northern Crescent
"Menominee County, WI",Menominee County,WI,Wisconsin,55078,Northern Crescent
"Merced County, CA",Merced County,CA,California,6047,Fruitful Rim
"Mercer County, IL",Mercer County,IL,Illinois,17131,Heartland
"Mercer County, KY",Mercer County,KY,Kentucky,21167,Eastern Uplands
"Mercer County, MO",Mercer County,MO,Missouri,29129,Heartland
"Mercer County, ND",Mercer County,ND,North Dakota,38057,Northern Great Plains
"Mercer County, NJ",Mercer County,NJ,New Jersey,34021,Northern Crescent
"Mercer County, OH",Mercer County,OH,Ohio,39107,Heartland
"Mercer County, PA",Mercer County,PA,Pennsylvania,42085,Northern Crescent
"Mercer County, WV",Mercer County,WV,West Virginia,54055,Eastern Uplands
"Meriwether County, GA",Meriwether County,GA,Georgia,13199,Southern Seaboard
"Merrick County, NE",Merrick County,NE,Nebraska,31121,Heartland
"Merrimack County, NH",Merrimack County,NH,New Hampshire,33013,Northern Crescent
"Mesa County, CO",Mesa County,CO,Colorado,8077,Basin and Range
"Metcalfe County, KY",Metcalfe County,KY,Kentucky,21169,Eastern Uplands
"Miami County, IN",Miami County,IN,Indiana,18103,Heartland
"Miami County, KS",Miami County,KS,Kansas,20121,Prairie Gateway
"Miami County, OH",Miami County,OH,Ohio,39109,Heartland
"Miami-Dade County, FL",Miami-Dade County,FL,Florida,12086,Fruitful Rim
"Middlesex County, MA",Middlesex County,MA,Massachusetts,25017,Northern Crescent
"Middlesex County, NJ",Middlesex County,NJ,New Jersey,34023,Northern Crescent
"Middlesex County, VA",Middlesex County,VA,Virginia,51119,Southern Seaboard
"Midland County, MI",Midland County,MI,Michigan,26111,Northern Crescent
"Midland County, TX",Midland County,TX,Texas,48329,Prairie Gateway
"Mifflin County, PA",Mifflin County,PA,Pennsylvania,42087,Northern Crescent
"Milam County, TX",Milam County,TX,Texas,48331,Prairie Gateway
"Millard County, UT",Millard County,UT,Utah,49027,Basin and Range
"Mille Lacs County, MN",Mille Lacs County,MN,Minnesota,27095,Northern Crescent
"Miller County, AR",Miller County,AR,Arkansas,5091,Eastern Uplands
"Miller County, GA",Miller County,GA,Georgia,13201,Southern Seaboard
"Miller County, MO",Miller County,MO,Missouri,29131,Heartland
"Mills County, IA",Mills County,IA,Iowa,19129,Heartland
"Mills County, TX",Mills County,TX,Texas,48333,Prairie Gateway
"Milwaukee County, WI",Milwaukee County,WI,Wisconsin,55079,Northern Crescent
"Miner County, SD",Miner County,SD,South Dakota,46097,Heartland
"Mineral County, CO",Mineral County,CO,Colorado,8079,Basin and Range
"Mineral County, MT",Mineral County,MT,Montana,30061,Basin and Range
"Mineral County, NV",Mineral County,NV,Nevada,32021,Basin and Range
